,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,1,1,6,3,3,1.0,0.3055555555555555,0.5470085470085471,0.5079365079365079,0.1,0.26666666666666666
node_1,1,1,1,1,6,2,4,0.5,0.09490740740740741,0.5925925925925926,0.35555555555555557,0.1,0.21428571428571427
node_2,1,0,1,1,5,3,2,1.5,0.11342592592592592,0.35555555555555557,0.5079365079365079,0.1,0.25
node_3,1,0,1,1,3,2,1,2.0,0.020833333333333332,0.3386243386243386,0.3950617283950617,0.1,0.16666666666666666
node_4,1,0,1,1,4,0,4,0.0,0.0,0.6,0.0,0.1,0.16666666666666666
node_5,1,0,1,1,5,3,2,1.5,0.1712962962962963,0.4444444444444444,0.5079365079365079,0.1,0.2
node_6,1,0,1,1,3,1,2,0.5,0.0,0.47407407407407404,0.3742690058479532,0.1,0.3333333333333333
node_7,1,1,1,1,6,3,3,1.0,0.19907407407407404,0.47407407407407404,0.47407407407407404,0.1,0.17857142857142858
node_8,1,0,0,1,4,2,2,1.0,0.0810185185185185,0.4183006535947712,0.47407407407407404,0.1,0.25
node_9,1,0,1,1,4,4,0,,0.0,0.0,0.6,0.1,0.25
