,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.05480852704576136,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.12988370086486736,0
node_2,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.13357614877780222,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.09626159746334212,0
node_4,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547002584822702,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.09936512467688373,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.15741166428806502,0
node_7,0,0,1,0,3,0,3,0.0,0.0,0.3333333333333333,0.0,0.08547002584822702,0
node_8,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.07228315933859733,0
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.08547002584822702,0
