,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,1,1,6,4,2,2.0,0.12430555555555556,0.42857142857142855,0.6,0.1,0.16666666666666666
node_1,1,0,1,1,5,4,1,4.0,0.03657407407407407,0.36,0.6,0.1,0.25
node_2,1,0,1,1,5,1,4,0.25,0.1423611111111111,0.6428571428571429,0.375,0.1,0.2
node_3,1,1,1,1,7,5,2,2.5,0.3083333333333333,0.47368421052631576,0.6428571428571429,0.1,0.15
node_4,1,1,0,1,5,2,3,0.6666666666666666,0.2736111111111111,0.5625,0.5294117647058824,0.1,0.2222222222222222
node_5,1,0,1,1,5,1,4,0.25,0.040740740740740744,0.6,0.3333333333333333,0.1,0.3
node_6,1,0,1,1,6,3,3,1.0,0.06134259259259258,0.42857142857142855,0.5294117647058824,0.1,0.26666666666666666
node_7,1,0,1,1,4,2,2,1.0,0.011574074074074072,0.42857142857142855,0.391304347826087,0.1,0.16666666666666666
node_8,1,1,1,1,5,3,2,1.5,0.17685185185185184,0.47368421052631576,0.5625,0.1,0.16666666666666666
node_9,1,1,1,1,6,2,4,0.5,0.18541666666666667,0.5294117647058824,0.45,0.1,0.17857142857142858
