,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,1,1,5,4,1,4.0,0.29166666666666663,0.2722222222222222,0.5925925925925926,-0.011319570865937812,0.2
node_1,0,0,0,1,2,1,1,1.0,0.2777777777777778,0.362962962962963,0.3950617283950617,0.01209043308032511,0.5
node_2,1,1,1,1,4,2,2,1.0,0.1111111111111111,0.362962962962963,0.3386243386243386,0.19276977469406478,0.2
node_3,1,0,1,1,5,1,4,0.25,0.2638888888888889,0.5444444444444444,0.2962962962962963,0.031988992458461304,0.1
node_4,0,1,0,0,2,1,1,1.0,0.0,0.2647058823529412,0.1111111111111111,0.14814688855178612,0.0
node_5,0,1,0,0,4,1,3,0.3333333333333333,0.1111111111111111,0.34615384615384615,0.1111111111111111,0.1476368971199631,0.0
node_6,1,1,0,1,5,2,3,0.6666666666666666,0.07638888888888888,0.3888888888888889,0.2962962962962963,0.1837708023751479,0.2222222222222222
node_7,0,0,1,0,3,3,0,,0.0,0.0,0.5294117647058824,0.07896527359324489,0.0
node_8,1,1,1,1,5,3,2,1.5,0.08333333333333333,0.362962962962963,0.3742690058479532,0.06789431697200765,0.2777777777777778
node_9,1,1,0,1,5,2,3,0.6666666666666666,0.09027777777777778,0.4537037037037037,0.2962962962962963,0.14805619202093734,0.3333333333333333
