,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,0,5,1,4,0.25,0.25,0.6,0.32142857142857145,0.009337077029822834,0.05555555555555555
node_1,0,1,0,0,4,2,2,1.0,0.30902777777777773,0.47368421052631576,0.45,-0.014224002189955346,0.0
node_2,1,1,0,0,8,5,3,1.6666666666666667,0.5208333333333333,0.47368421052631576,0.6428571428571429,0.2420734654179218,0.15384615384615385
node_3,1,1,0,0,5,2,3,0.6666666666666666,0.07291666666666666,0.4090909090909091,0.42857142857142855,0.007303249804719754,0.375
node_4,1,1,0,0,5,3,2,1.5,0.20833333333333331,0.391304347826087,0.5294117647058824,-0.15168877067395484,0.25
node_5,0,1,0,0,4,1,3,0.3333333333333333,0.11458333333333333,0.47368421052631576,0.25,0.11033804448664011,0.0
node_6,1,0,0,0,5,4,1,4.0,0.1111111111111111,0.2727272727272727,0.6428571428571429,0.33761929337110486,0.15
node_7,1,1,0,0,5,2,3,0.6666666666666666,0.048611111111111105,0.42857142857142855,0.36,0.04510503495481376,0.2222222222222222
node_8,0,1,0,0,3,2,1,2.0,0.11458333333333333,0.3333333333333333,0.32142857142857145,0.11216239881087291,0.0
node_9,0,0,0,0,2,1,1,1.0,0.1111111111111111,0.34615384615384615,0.42857142857142855,0.3019742089880137,0.5
