,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05572738094965876,0.5
node_1,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.14439939037458793,0.5
node_2,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.09615628831834772,0.5
node_3,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.14146479574035634,0.5
node_4,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.11571749445780746,0.5
node_5,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05572738094965876,0.5
node_6,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.14180075182808025,0.5
node_7,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05572738094965876,0.5
node_8,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1375517554821856,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.05572738094965876,0.0
