,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,1,8,4,4,1.0,0.18055555555555552,0.5625,0.5444444444444444,0.1,0.18518518518518517
node_1,1,1,0,1,6,3,3,1.0,0.19675925925925922,0.6,0.494949494949495,0.1,0.3076923076923077
node_2,1,1,0,1,4,1,3,0.3333333333333333,0.08333333333333333,0.5625,0.3202614379084967,0.1,0.5
node_3,1,0,1,1,3,3,0,,0.0,0.0,0.5470085470085471,0.1,0.3333333333333333
node_4,1,1,0,1,6,2,4,0.5,0.05787037037037036,0.5294117647058824,0.4188034188034188,0.1,0.35714285714285715
node_5,1,1,1,0,8,4,4,1.0,0.13194444444444445,0.5294117647058824,0.5444444444444444,0.1,0.34615384615384615
node_6,1,1,1,1,7,3,4,0.75,0.125,0.5625,0.4537037037037037,0.1,0.325
node_7,1,0,1,1,5,2,3,0.6666666666666666,0.03935185185185185,0.5,0.4188034188034188,0.1,0.4
node_8,1,0,0,1,3,1,2,0.5,0.018518518518518517,0.5294117647058824,0.25925925925925924,0.1,0.16666666666666666
node_9,1,0,0,1,4,4,0,,0.0,0.0,0.5925925925925926,0.1,0.5
