,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.13659908020419817,0.5
node_1,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.07586242603857475,0.5
node_2,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05192183148721467,0.5
node_3,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.11008846090427765,0.5
node_4,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.2525994059465823,0.5
node_5,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05192183148721467,0.5
node_6,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.08139395189506345,0.5
node_7,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1357693490624452,0.5
node_8,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05192183148721467,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.05192183148721467,0.0
