,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.027170549362317203,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.023589747356110764,0
node_2,0,0,1,0,3,0,3,0.0,0.0,0.3333333333333333,0.0,0.08547009560580145,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.3798201055068253,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.10743324599303276,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.12010727669420071,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.11563282181449028,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.07135655989247498,0
node_8,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547009560580145,0
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.08547009560580145,0
