,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.09278221358184283,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.40194041654904,0
node_2,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.23672025605768027,0
node_3,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547009560580145,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.15652753032099623,0
node_5,0,0,1,0,3,0,3,0.0,0.0,0.3333333333333333,0.0,0.08547009560580145,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.22348694852514273,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.05418712166389965,0
node_8,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.15975998192715424,0
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.08547009560580145,0
