,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.1191708131295636,0
node_1,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.085470025848227,0
node_2,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.09337718820140689,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.12328136775102777,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.07870060506977469,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.10002208934393259,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.11648931908988852,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.027984837431598505,0
node_8,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.17003372828635335,0
node_9,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.085470025848227,0
