,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.0854700956058014,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.2754184446815295,0
node_2,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.11995540029321596,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.11894651685188959,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.4510464319306225,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.09318694797956513,0
node_6,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.0854700956058014,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.1392206431286041,0
node_8,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.09262028342656042,0
node_9,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.08950202985946895,0
