,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.16370256799115235,0.5
node_1,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06122338202569466,0.5
node_2,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.071896701660869,0.5
node_3,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06122338202569466,0.5
node_4,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1625747674760433,0.5
node_5,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.07941569653558488,0.5
node_6,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1563057435482717,0.5
node_7,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06122338202569466,0.5
node_8,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.12121099468530046,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.06122338202569466,0.0
