,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.25492443676134074,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.22609783197784475,0
node_2,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.0363034090405759,0
node_3,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547009560580143,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.4220067086512786,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.1205259148257638,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.22583758034840185,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.017303686385768364,0
node_8,0,0,1,0,3,0,3,0.0,0.0,0.3333333333333333,0.0,0.08547009560580143,0
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.08547009560580143,0
