,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,1,4,2,2,1.0,0.09722222222222221,0.47407407407407404,0.4183006535947712,0.1,0.25
node_1,1,1,0,1,5,3,2,1.5,0.18055555555555555,0.4444444444444444,0.47407407407407404,0.1,0.2777777777777778
node_2,1,1,0,1,6,3,3,1.0,0.2638888888888889,0.5079365079365079,0.47407407407407404,0.1,0.25
node_3,1,1,0,0,8,3,5,0.6,0.38888888888888884,0.6464646464646464,0.5079365079365079,0.1,0.22
node_4,1,0,0,1,2,2,0,,0.0,0.0,0.391304347826087,0.1,1.0
node_5,1,1,0,1,5,3,2,1.5,0.09027777777777778,0.3386243386243386,0.47407407407407404,0.1,0.3888888888888889
node_6,1,1,0,0,5,2,3,0.6666666666666666,0.11805555555555555,0.47407407407407404,0.4183006535947712,0.1,0.375
node_7,0,0,0,1,2,1,1,1.0,0.013888888888888888,0.35555555555555557,0.35555555555555557,0.1,0.0
node_8,1,0,0,1,2,1,1,1.0,0.0,0.3386243386243386,0.35555555555555557,0.1,0.5
node_9,0,0,0,1,1,0,1,0.0,0.0,0.391304347826087,0.0,0.1,0.0
