,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.14643478318103198,0.5
node_1,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05886423216367899,0.5
node_2,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.14218302596358726,0.5
node_3,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05886423216367899,0.5
node_4,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.15504259626452946,0.5
node_5,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.08480344315859784,0.5
node_6,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.15570740817908987,0.5
node_7,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.08037181459844775,0.5
node_8,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05886423216367899,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.05886423216367899,0.0
