,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06696547361868808,0.5
node_1,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.20658082113650414,0.5
node_2,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,-0.10485250058167644,0.5
node_3,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.0625645829727124,0.5
node_4,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.18146733587507807,0.5
node_5,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06696547361868808,0.5
node_6,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.15634637694085002,0.5
node_7,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.23003148918177987,0.5
node_8,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06696547361868808,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.06696547361868808,0.0
