,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,1,1,5,2,3,0.6666666666666666,0.08333333333333331,0.3888888888888889,0.42857142857142855,0.1,0.2222222222222222
node_1,1,1,0,1,5,3,2,1.5,0.1388888888888889,0.3888888888888889,0.42857142857142855,0.1,0.2777777777777778
node_2,1,1,0,1,6,3,3,1.0,0.19675925925925924,0.4537037037037037,0.4090909090909091,0.1,0.07142857142857142
node_3,1,1,1,1,5,2,3,0.6666666666666666,0.15740740740740738,0.4537037037037037,0.45,0.1,0.16666666666666666
node_4,0,0,0,1,1,0,1,0.0,0.0,0.25396825396825395,0.0,0.1,0.0
node_5,0,0,0,1,3,2,1,2.0,0.10416666666666666,0.2722222222222222,0.4090909090909091,0.1,0.0
node_6,1,0,1,1,5,2,3,0.6666666666666666,0.3101851851851852,0.494949494949495,0.47368421052631576,0.1,0.25
node_7,1,0,1,1,3,2,1,2.0,0.060185185185185175,0.3402777777777778,0.391304347826087,0.1,0.16666666666666666
node_8,0,0,0,1,1,0,1,0.0,0.0,0.35555555555555557,0.0,0.1,0.0
node_9,0,0,0,1,4,3,1,3.0,0.21296296296296297,0.3402777777777778,0.6,0.1,0.08333333333333333
