,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.04993913303389555,0.5
node_1,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.06154174353872885,0.5
node_2,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1330948277635708,0.5
node_3,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.09452143796803683,0.5
node_4,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.04993913303389555,0.5
node_5,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.31871428322971046,0.5
node_6,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.13349457314499943,0.5
node_7,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.04993913303389555,0.5
node_8,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.058876602219371826,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.04993913303389555,0.0
