,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,1,1,9,5,4,1.25,0.2638888888888889,0.6,0.6428571428571429,0.1,0.23529411764705882
node_1,1,1,0,1,7,3,4,0.75,0.15277777777777776,0.6428571428571429,0.5625,0.1,0.325
node_2,1,0,1,1,6,2,4,0.5,0.16666666666666666,0.6,0.5,0.1,0.4
node_3,1,0,1,0,9,4,5,0.8,0.2361111111111111,0.6923076923076923,0.5625,0.1,0.2777777777777778
node_4,1,0,0,1,3,2,1,2.0,0.016203703703703703,0.45,0.5,0.1,0.6666666666666666
node_5,1,1,1,1,7,3,4,0.75,0.1736111111111111,0.6428571428571429,0.5294117647058824,0.1,0.25
node_6,1,0,1,1,5,2,3,0.6666666666666666,0.07638888888888888,0.6,0.47368421052631576,0.1,0.35
node_7,1,1,1,1,4,3,1,3.0,0.009259259259259259,0.391304347826087,0.6,0.1,0.3
node_8,1,1,1,1,4,3,1,3.0,0.0,0.4090909090909091,0.5294117647058824,0.1,0.5
node_9,1,0,1,1,4,2,2,1.0,0.0162037037037037,0.47368421052631576,0.45,0.1,0.5
