,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,1,6,2,4,0.5,0.08796296296296297,0.6,0.47368421052631576,0.1,0.35714285714285715
node_1,1,1,1,1,8,5,3,1.6666666666666667,0.19444444444444442,0.5294117647058824,0.6923076923076923,0.1,0.2777777777777778
node_2,1,0,1,0,4,2,2,1.0,0.019675925925925927,0.47368421052631576,0.47368421052631576,0.1,0.5
node_3,1,0,1,1,7,2,5,0.4,0.0775462962962963,0.6923076923076923,0.47368421052631576,0.1,0.30952380952380953
node_4,1,0,1,1,7,4,3,1.3333333333333333,0.10069444444444442,0.5625,0.6,0.1,0.35714285714285715
node_5,1,0,1,1,7,4,3,1.3333333333333333,0.19907407407407404,0.6,0.6,0.1,0.2857142857142857
node_6,1,1,1,1,5,4,1,4.0,0.1111111111111111,0.391304347826087,0.6428571428571429,0.1,0.2222222222222222
node_7,1,1,0,1,5,1,4,0.25,0.1111111111111111,0.6,0.4090909090909091,0.1,0.16666666666666666
node_8,1,0,1,1,5,3,2,1.5,0.06944444444444443,0.5,0.5625,0.1,0.25
node_9,1,0,1,1,6,3,3,1.0,0.11226851851851852,0.5294117647058824,0.5625,0.1,0.3333333333333333
