,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.02314590285116907,0
node_1,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547009560580145,0
node_2,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.24024618375723325,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.04582119250196287,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.19695901028775933,0
node_5,0,0,1,0,3,0,3,0.0,0.0,0.3333333333333333,0.0,0.08547009560580145,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.06998690347607392,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.15905396564830263,0
node_8,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.23999274661616865,0
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.08547009560580145,0
