,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,1,7,3,4,0.75,0.14907407407407405,0.6,0.5294117647058824,0.1,0.225
node_1,1,0,0,1,5,3,2,1.5,0.16319444444444445,0.45,0.5625,0.1,0.4
node_2,1,0,0,1,5,3,2,1.5,0.15613425925925922,0.5,0.5625,0.1,0.3
node_3,0,1,0,1,4,2,2,1.0,0.04108796296296296,0.42857142857142855,0.42857142857142855,0.1,0.0
node_4,1,1,0,1,8,4,4,1.0,0.2378472222222222,0.6,0.6,0.1,0.1346153846153846
node_5,0,1,0,1,3,1,2,0.5,0.010300925925925925,0.5,0.36,0.1,0.0
node_6,1,1,0,1,7,3,4,0.75,0.2425925925925926,0.6,0.5294117647058824,0.1,0.15
node_7,1,0,0,1,4,2,2,1.0,0.09652777777777777,0.5294117647058824,0.5,0.1,0.4166666666666667
node_8,0,0,0,1,3,2,1,2.0,0.034722222222222224,0.36,0.45,0.1,0.16666666666666666
node_9,1,1,0,0,6,3,3,1.0,0.1324074074074074,0.5294117647058824,0.5625,0.1,0.11538461538461539
