,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06388411185298705,0.5
node_1,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.055208077552207524,0.5
node_2,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.17378712543978794,0.5
node_3,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.0914757877298167,0.5
node_4,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06388411185298705,0.5
node_5,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.16834789978691994,0.5
node_6,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.16908522640915274,0.5
node_7,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.08655943567016719,0.5
node_8,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06388411185298705,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.06388411185298705,0.0
