,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,1,5,4,1,4.0,0.013888888888888888,0.36,0.6428571428571429,0.1,0.5
node_1,1,1,1,0,6,4,2,2.0,0.15046296296296297,0.5,0.6,0.1,0.4230769230769231
node_2,1,1,1,1,10,6,4,1.5,0.2407407407407407,0.5294117647058824,0.75,0.1,0.26744186046511625
node_3,1,1,1,1,8,4,4,1.0,0.09722222222222221,0.5,0.6,0.1,0.2962962962962963
node_4,1,1,0,1,5,3,2,1.5,0.05092592592592592,0.4090909090909091,0.5625,0.1,0.3333333333333333
node_5,1,1,1,1,8,3,5,0.6,0.2569444444444444,0.6428571428571429,0.5294117647058824,0.1,0.3148148148148148
node_6,1,0,1,1,5,1,4,0.25,0.034722222222222224,0.6428571428571429,0.2903225806451613,0.1,0.3
node_7,1,1,1,1,7,5,2,2.5,0.15277777777777776,0.42857142857142855,0.6923076923076923,0.1,0.225
node_8,1,0,1,1,4,1,3,0.3333333333333333,0.12037037037037035,0.6,0.375,0.1,0.3333333333333333
node_9,1,1,0,1,6,1,5,0.2,0.10416666666666666,0.6428571428571429,0.42857142857142855,0.1,0.35714285714285715
