,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,1,0,7,5,2,2.5,0.3125,0.4183006535947712,0.6428571428571429,0.11636528459281632,0.3157894736842105
node_1,1,1,1,1,5,3,2,1.5,0.19907407407407407,0.35555555555555557,0.6,0.22393042316957987,0.2777777777777778
node_2,1,0,1,1,6,2,4,0.5,0.0810185185185185,0.5925925925925926,0.375,0.06352284887249827,0.3
node_3,1,0,1,1,4,0,4,0.0,0.0,0.5625,0.0,0.015000000000000003,0.5
node_4,1,1,1,1,7,3,4,0.75,0.3657407407407407,0.5925925925925926,0.5,0.06770410375220914,0.3
node_5,1,0,1,1,4,1,3,0.3333333333333333,0.027777777777777776,0.5079365079365079,0.3,0.04757968474847636,0.4166666666666667
node_6,1,0,1,1,5,4,1,4.0,0.13194444444444445,0.27350427350427353,0.5625,0.15085770691162323,0.25
node_7,1,0,1,1,6,2,4,0.5,0.1736111111111111,0.5470085470085471,0.391304347826087,0.07555396566582716,0.3
node_8,1,0,1,1,3,2,1,2.0,0.006944444444444444,0.24521072796934865,0.36,0.05437035236869944,0.3333333333333333
node_9,1,0,1,1,7,5,2,2.5,0.0625,0.35555555555555557,0.6428571428571429,0.1851156299182703,0.30952380952380953
