,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,1,3,2,1,2.0,0.06944444444444445,0.2857142857142857,0.4444444444444444,0.1,0.16666666666666666
node_1,1,0,1,1,5,3,2,1.5,0.22685185185185186,0.3636363636363636,0.5079365079365079,0.1,0.25
node_2,1,0,1,1,3,3,0,,0.0,0.0,0.5294117647058824,0.1,0.3333333333333333
node_3,1,0,1,1,7,3,4,0.75,0.22916666666666666,0.5,0.4444444444444444,0.1,0.21428571428571427
node_4,1,1,1,1,7,4,3,1.3333333333333333,0.2037037037037037,0.39999999999999997,0.47407407407407404,0.1,0.2
node_5,1,1,1,1,6,4,2,2.0,0.043981481481481476,0.3076923076923077,0.47407407407407404,0.1,0.25
node_6,1,0,0,1,2,0,2,0.0,0.0,0.3888888888888889,0.0,0.1,0.5
node_7,0,0,1,1,2,1,1,1.0,0.018518518518518517,0.23529411764705882,0.3386243386243386,0.1,0.0
node_8,1,0,1,1,4,0,4,0.0,0.0,0.5444444444444444,0.0,0.1,0.5
node_9,0,0,0,1,1,0,1,0.0,0.0,0.3202614379084967,0.0,0.1,0.0
