,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547009560580143,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.12496513171904647,0
node_2,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.12085090852827614,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.09133240307228552,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.07738146107459058,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.01133708975090272,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.14685368645850172,0
node_7,0,0,1,0,3,0,3,0.0,0.0,0.3333333333333333,0.0,0.08547009560580143,0
node_8,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.19354321208079828,0
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.08547009560580143,0
