,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.2719589875273958,0
node_1,0,0,1,0,3,0,3,0.0,0.0,0.3333333333333333,0.0,0.08547009560580145,0
node_2,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.21276357513284117,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.1556627538718396,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.10809726974662422,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.10058604028681162,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.10368651911299376,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.10216007524776914,0
node_8,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547009560580145,0
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.08547009560580145,0
