,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06257210957832657,0.5
node_1,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.16342242048617253,0.5
node_2,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.09938911649548589,0.5
node_3,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.09002435516485363,0.5
node_4,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06257210957832657,0.5
node_5,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.16482708716630615,0.5
node_6,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06257210957832657,0.5
node_7,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.06319762124625394,0.5
node_8,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.16885096112762185,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.06257210957832657,0.0
