,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.11991476601747927,0.5
node_1,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06004579377241545,0.5
node_2,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.15314429238386193,0.5
node_3,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.15947292176010153,0.5
node_4,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06004579377241545,0.5
node_5,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.07771683596574872,0.5
node_6,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.09227905386355888,0.5
node_7,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.15728895491958814,0.5
node_8,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06004579377241545,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.06004579377241545,0.0
