,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,1,1,5,4,1,4.0,0.06031746031746031,0.391304347826087,0.6428571428571429,0.1,0.35
node_1,0,1,1,1,6,3,3,1.0,0.1528769841269841,0.5625,0.5625,0.1,0.03571428571428571
node_2,1,1,1,1,7,4,3,1.3333333333333333,0.25519179894179894,0.5625,0.6428571428571429,0.1,0.15789473684210525
node_3,1,0,1,1,5,3,2,1.5,0.07407407407407407,0.4090909090909091,0.5294117647058824,0.1,0.25
node_4,1,1,1,1,7,4,3,1.3333333333333333,0.11005291005291006,0.5,0.6428571428571429,0.1,0.225
node_5,1,0,1,1,6,2,4,0.5,0.10350529100529099,0.6,0.42857142857142855,0.1,0.2
node_6,1,0,1,1,4,2,2,1.0,0.03406084656084656,0.47368421052631576,0.391304347826087,0.1,0.16666666666666666
node_7,1,1,0,1,5,3,2,1.5,0.13849206349206347,0.5294117647058824,0.5,0.1,0.2222222222222222
node_8,1,1,0,1,8,2,6,0.3333333333333333,0.20519179894179893,0.75,0.47368421052631576,0.1,0.24074074074074073
node_9,1,0,1,1,5,2,3,0.6666666666666666,0.07457010582010581,0.47368421052631576,0.42857142857142855,0.1,0.2
