,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,1,1,6,3,3,1.0,0.15740740740740738,0.5,0.5,0.1,0.3333333333333333
node_1,1,0,1,1,5,2,3,0.6666666666666666,0.11574074074074071,0.47368421052631576,0.391304347826087,0.1,0.4
node_2,1,1,1,1,8,6,2,3.0,0.28009259259259256,0.45,0.75,0.1,0.2962962962962963
node_3,1,1,1,1,4,2,2,1.0,0.05324074074074074,0.47368421052631576,0.42857142857142855,0.1,0.2
node_4,1,0,1,1,5,1,4,0.25,0.0625,0.6,0.4090909090909091,0.1,0.35
node_5,1,1,0,1,7,3,4,0.75,0.38888888888888884,0.5625,0.6,0.1,0.225
node_6,1,1,1,1,7,5,2,2.5,0.13888888888888887,0.375,0.6923076923076923,0.1,0.325
node_7,1,0,1,1,3,1,2,0.5,0.0,0.4090909090909091,0.32142857142857145,0.1,0.6666666666666666
node_8,1,0,0,1,4,2,2,1.0,0.1412037037037037,0.42857142857142855,0.5294117647058824,0.1,0.16666666666666666
node_9,1,0,0,1,3,1,2,0.5,0.07870370370370369,0.5,0.391304347826087,0.1,0.16666666666666666
