,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,1,1,7,3,4,0.75,0.18287037037037035,0.5294117647058824,0.5079365079365079,0.1,0.325
node_1,1,1,1,1,6,3,3,1.0,0.12499999999999997,0.6,0.5079365079365079,0.1,0.39285714285714285
node_2,1,1,1,1,10,5,5,1.0,0.28009259259259256,0.6428571428571429,0.5925925925925926,0.1,0.2857142857142857
node_3,1,1,0,1,7,4,3,1.3333333333333333,0.05787037037037036,0.5,0.47407407407407404,0.1,0.5
node_4,1,0,0,1,3,1,2,0.5,0.013888888888888888,0.5,0.35555555555555557,0.1,0.5
node_5,0,1,0,1,5,2,3,0.6666666666666666,0.22685185185185183,0.5,0.4444444444444444,0.1,0.05555555555555555
node_6,1,0,1,1,4,1,3,0.3333333333333333,0.16666666666666663,0.6,0.3232323232323232,0.1,0.4166666666666667
node_7,1,1,0,1,4,3,1,3.0,0.07175925925925926,0.34615384615384615,0.5470085470085471,0.1,0.1
node_8,0,0,0,1,2,2,0,,0.0,0.0,0.47368421052631576,0.1,0.0
node_9,1,1,0,0,4,2,2,1.0,0.0,0.42857142857142855,0.4183006535947712,0.1,1.0
