,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,1,6,1,5,0.2,0.2777777777777778,0.6464646464646464,0.3386243386243386,0.06158621710139672,0.07142857142857142
node_1,0,1,0,1,5,3,2,1.5,0.32291666666666663,0.4444444444444444,0.5079365079365079,0.14327699277590186,0.0
node_2,1,1,1,0,4,3,1,3.0,0.003472222222222222,0.25396825396825395,0.47407407407407404,0.23866824858734623,0.3
node_3,1,1,1,0,6,4,2,2.0,0.18055555555555555,0.3386243386243386,0.5925925925925926,0.33255534089181116,0.11538461538461539
node_4,1,0,1,1,6,3,3,1.0,0.18402777777777776,0.47407407407407404,0.4183006535947712,0.10152929629298725,0.2
node_5,0,0,0,1,2,0,2,0.0,0.0,0.47368421052631576,0.0,0.013880290348467005,0.0
node_6,0,0,1,1,3,2,1,2.0,0.05555555555555555,0.3386243386243386,0.3386243386243386,0.02845904036537131,0.0
node_7,0,0,0,1,2,2,0,,0.0,0.0,0.4090909090909091,-0.01317234206985108,0.0
node_8,1,0,1,1,5,2,3,0.6666666666666666,0.15625,0.47407407407407404,0.3742690058479532,0.033808292039787656,0.15
node_9,0,0,1,1,3,1,2,0.5,0.08333333333333333,0.3950617283950617,0.30917874396135264,0.059408623666781915,0.16666666666666666
