,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,1,1,7,2,5,0.4,0.22499999999999992,0.6923076923076923,0.5,0.1,0.3333333333333333
node_1,1,1,1,1,8,4,4,1.0,0.13518518518518519,0.6,0.6,0.1,0.37037037037037035
node_2,1,1,0,1,4,2,2,1.0,0.13055555555555556,0.47368421052631576,0.47368421052631576,0.1,0.5
node_3,1,1,1,1,6,5,1,5.0,0.0375,0.3333333333333333,0.6428571428571429,0.1,0.39285714285714285
node_4,1,1,1,1,10,4,6,0.6666666666666666,0.21435185185185185,0.75,0.6,0.1,0.3372093023255814
node_5,1,1,0,1,8,3,5,0.6,0.08958333333333333,0.6428571428571429,0.5,0.1,0.38461538461538464
node_6,1,0,1,1,5,2,3,0.6666666666666666,0.0224537037037037,0.5294117647058824,0.45,0.1,0.5
node_7,1,0,1,1,6,4,2,2.0,0.062268518518518515,0.5294117647058824,0.6,0.1,0.43333333333333335
node_8,1,0,1,1,6,4,2,2.0,0.05763888888888888,0.5,0.6,0.1,0.43333333333333335
node_9,1,1,1,1,6,3,3,1.0,0.10879629629629628,0.5625,0.47368421052631576,0.1,0.42857142857142855
