,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.1285193353371422,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.06348116032395978,0
node_2,0,0,1,0,3,0,3,0.0,0.0,0.3333333333333333,0.0,0.08547002584822702,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.1370594526424441,0
node_4,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547002584822702,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.10721959779415707,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.12072662101390662,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.07280447822333837,0
node_8,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.11377927712037102,0
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.08547002584822702,0
