,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,0,7,4,3,1.3333333333333333,0.36574074074074076,0.47368421052631576,0.5625,0.1,0.16666666666666666
node_1,1,1,0,1,6,3,3,1.0,0.2407407407407407,0.5294117647058824,0.47368421052631576,0.1,0.25
node_2,1,1,0,1,8,2,6,0.3333333333333333,0.22685185185185186,0.75,0.375,0.1,0.21153846153846154
node_3,1,1,0,1,5,2,3,0.6666666666666666,0.12268518518518516,0.5625,0.34615384615384615,0.1,0.3333333333333333
node_4,1,0,0,0,5,3,2,1.5,0.14351851851851852,0.42857142857142855,0.42857142857142855,0.1,0.3
node_5,1,1,0,0,4,2,2,1.0,0.125,0.5,0.4090909090909091,0.1,0.5
node_6,1,0,0,1,3,1,2,0.5,0.0625,0.42857142857142855,0.36,0.1,0.16666666666666666
node_7,0,0,0,1,3,2,1,2.0,0.1111111111111111,0.2571428571428571,0.391304347826087,0.1,0.0
node_8,1,1,0,1,5,4,1,4.0,0.2546296296296296,0.3333333333333333,0.6428571428571429,0.1,0.05555555555555555
node_9,0,0,0,1,2,1,1,1.0,0.1111111111111111,0.2903225806451613,0.3333333333333333,0.1,0.0
