,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05974897299523167,0.5
node_1,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.11207716236722688,0.5
node_2,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1534743523735158,0.5
node_3,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05974897299523167,0.5
node_4,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.15750511526779407,0.5
node_5,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.08520006045047074,0.5
node_6,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.09701404768007693,0.5
node_7,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.05974897299523167,0.5
node_8,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1557333698799892,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.05974897299523167,0.0
