,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,1,6,4,2,2.0,0.060185185185185175,0.42857142857142855,0.462962962962963,0.1,0.32142857142857145
node_1,1,1,1,1,6,3,3,1.0,0.18055555555555555,0.5294117647058824,0.39682539682539686,0.1,0.2857142857142857
node_2,1,0,0,1,6,4,2,2.0,0.125,0.2222222222222222,0.5444444444444444,0.1,0.2
node_3,1,1,0,1,7,2,5,0.4,0.2222222222222222,0.6923076923076923,0.3472222222222222,0.1,0.275
node_4,1,1,0,0,4,1,3,0.3333333333333333,0.0,0.5625,0.2314814814814815,0.1,0.5
node_5,1,0,1,1,5,1,4,0.25,0.0810185185185185,0.5625,0.25252525252525254,0.1,0.25
node_6,1,0,1,1,4,2,2,1.0,0.011574074074074072,0.42857142857142855,0.308641975308642,0.1,0.5
node_7,1,0,1,1,5,5,0,,0.0,0.0,0.6923076923076923,0.1,0.2
node_8,1,0,1,1,3,1,2,0.5,0.027777777777777776,0.25,0.23529411764705882,0.1,0.3333333333333333
node_9,1,0,0,1,2,1,1,1.0,0.0,0.1111111111111111,0.3950617283950617,0.1,0.5
