,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.04406475497780822,0.5
node_1,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06573829493265107,0.5
node_2,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1807455933571162,0.5
node_3,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06573829493265107,0.5
node_4,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.09793592200848816,0.5
node_5,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.17266418540317163,0.5
node_6,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.06386038497882189,0.5
node_7,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06573829493265107,0.5
node_8,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.17777597954399002,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.06573829493265107,0.0
