,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.11182866742366336,0.5
node_1,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.15879871690378858,0.5
node_2,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06160442025056763,0.5
node_3,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.07188048891340518,0.5
node_4,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.16479053109881858,0.5
node_5,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06160442025056763,0.5
node_6,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1630942753377628,0.5
node_7,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06160442025056763,0.5
node_8,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.08318963932029128,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.06160442025056763,0.0
