,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06810049742048391,0.5
node_1,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.0893520927445986,0.5
node_2,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.18068402956962148,0.5
node_3,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06810049742048391,0.5
node_4,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.11888651690110823,0.5
node_5,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.17625364892346626,0.5
node_6,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06810049742048391,0.5
node_7,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,-0.03725417837754273,0.5
node_8,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.19967590055681272,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.06810049742048391,0.0
