,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.010366128581741886,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.19579978348604096,0
node_2,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.0854700956058014,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.2506442298332166,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.021547980343317053,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.1131063643723548,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.0977660063100723,0
node_7,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.0854700956058014,0
node_8,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.11552947406595959,0
node_9,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.0881280596458119,0
