,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,1,1,6,3,3,1.0,0.3171296296296296,0.6,0.5079365079365079,0.1,0.39285714285714285
node_1,1,1,1,1,8,4,4,1.0,0.2037037037037037,0.5294117647058824,0.5470085470085471,0.1,0.2692307692307692
node_2,1,1,1,1,6,4,2,2.0,0.0324074074074074,0.391304347826087,0.5470085470085471,0.1,0.35714285714285715
node_3,1,0,0,1,5,3,2,1.5,0.07638888888888888,0.45,0.5470085470085471,0.1,0.45
node_4,1,1,0,1,7,2,5,0.4,0.3796296296296296,0.6923076923076923,0.4183006535947712,0.1,0.125
node_5,0,1,0,0,2,1,1,1.0,0.0,0.42857142857142855,0.2962962962962963,0.1,0.0
node_6,1,0,1,1,5,2,3,0.6666666666666666,0.09027777777777778,0.5294117647058824,0.35555555555555557,0.1,0.3
node_7,1,0,1,1,5,3,2,1.5,0.05324074074074074,0.391304347826087,0.5470085470085471,0.1,0.35
node_8,0,0,1,1,2,2,0,,0.0,0.0,0.5,0.1,0.0
node_9,1,0,1,1,4,1,3,0.3333333333333333,0.041666666666666664,0.5,0.3232323232323232,0.1,0.08333333333333333
