,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,0,5,2,3,0.6666666666666666,0.034722222222222224,0.47368421052631576,0.45,0.04424617606851801,0.625
node_1,1,1,1,1,5,2,3,0.6666666666666666,0.039351851851851846,0.47368421052631576,0.45,0.09017415110321007,0.5
node_2,1,1,0,1,8,5,3,1.6666666666666667,0.22685185185185183,0.5294117647058824,0.6428571428571429,0.20024829612904227,0.24
node_3,1,1,1,1,8,5,3,1.6666666666666667,0.21759259259259256,0.47368421052631576,0.6428571428571429,0.23379359304945072,0.2962962962962963
node_4,1,1,1,1,6,4,2,2.0,0.09027777777777778,0.45,0.6428571428571429,-0.033076356455202086,0.19230769230769232
node_5,1,0,1,1,5,2,3,0.6666666666666666,0.2048611111111111,0.5625,0.47368421052631576,0.11637697483106868,0.15
node_6,0,1,0,1,5,2,3,0.6666666666666666,0.17129629629629628,0.5625,0.5,0.1446631481064084,0.0
node_7,1,0,1,1,5,2,3,0.6666666666666666,0.16550925925925924,0.5625,0.45,0.07828785928394336,0.3
node_8,0,0,1,0,2,1,1,1.0,0.020833333333333332,0.391304347826087,0.34615384615384615,0.059777709098944365,0.5
node_9,1,1,0,1,5,2,3,0.6666666666666666,0.10648148148148147,0.5294117647058824,0.5294117647058824,0.06550844878461637,0.3888888888888889
