,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,1,1,5,1,4,0.25,0.020833333333333332,0.6428571428571429,0.14814814814814814,0.03352028606682374,0.3
node_1,0,0,1,1,2,2,0,,0.0,0.0,0.4188034188034188,0.03363450886211414,0.0
node_2,1,0,1,1,5,2,3,0.6666666666666666,0.027777777777777776,0.3636363636363636,0.25,-0.013491984078549287,0.2
node_3,0,0,1,1,2,2,0,,0.0,0.0,0.4188034188034188,0.029992902135988354,0.0
node_4,1,0,1,1,7,1,6,0.16666666666666666,0.0625,0.75,0.14814814814814814,0.029195424619341197,0.11904761904761904
node_5,0,1,1,1,3,2,1,2.0,0.020833333333333332,0.25396825396825395,0.39999999999999997,0.2574781827823436,0.0
node_6,1,1,1,1,8,4,4,1.0,0.20138888888888887,0.4444444444444444,0.5,0.38860836675124977,0.037037037037037035
node_7,1,0,1,1,4,3,1,3.0,0.027777777777777776,0.308641975308642,0.35555555555555557,-0.014636776308871745,0.3333333333333333
node_8,1,0,1,1,3,3,0,,0.0,0.0,0.494949494949495,0.16364303091825136,0.16666666666666666
node_9,1,0,1,1,3,1,2,0.5,0.013888888888888888,0.5625,0.14814814814814814,0.09205605825130928,0.3333333333333333
