,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,1,6,2,4,0.5,0.2222222222222222,0.5625,0.47368421052631576,0.1,0.07692307692307693
node_1,1,1,0,1,7,4,3,1.3333333333333333,0.2685185185185185,0.5625,0.5294117647058824,0.1,0.15789473684210525
node_2,1,0,0,1,2,1,1,1.0,0.0,0.391304347826087,0.34615384615384615,0.1,1.0
node_3,1,0,0,1,4,3,1,3.0,0.1759259259259259,0.375,0.5294117647058824,0.1,0.08333333333333333
node_4,0,1,0,1,5,3,2,1.5,0.22685185185185183,0.45,0.5,0.1,0.0
node_5,1,1,0,1,5,1,4,0.25,0.12037037037037035,0.5625,0.36,0.1,0.2777777777777778
node_6,1,1,0,1,6,3,3,1.0,0.15046296296296294,0.45,0.5,0.1,0.14285714285714285
node_7,1,1,0,1,5,3,2,1.5,0.3657407407407407,0.5,0.5294117647058824,0.1,0.1111111111111111
node_8,1,0,0,1,3,2,1,2.0,0.011574074074074072,0.3,0.45,0.1,0.3333333333333333
node_9,0,1,0,1,3,1,2,0.5,0.027777777777777776,0.45,0.34615384615384615,0.1,0.0
