,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.09904439383207046,0.5
node_1,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.15628733694418093,0.5
node_2,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06005036197490607,0.5
node_3,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1577775042860399,0.5
node_4,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.08910828637212695,0.5
node_5,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06005036197490607,0.5
node_6,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06005036197490607,0.5
node_7,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.15589047961499972,0.5
node_8,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.10169055105095805,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.06005036197490607,0.0
