,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.18048105833555692,0.5
node_1,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.12340699630301835,0.5
node_2,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.052799809040666154,0.5
node_3,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.13005415160882475,0.5
node_4,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.052799809040666154,0.5
node_5,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.13616464153622085,0.5
node_6,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.052799809040666154,0.5
node_7,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.08025347741960036,0.5
node_8,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.13844043863411448,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.052799809040666154,0.0
