,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.08979526707649163,0.5
node_1,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06033384454683752,0.5
node_2,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.15848213032159567,0.5
node_3,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06033384454683752,0.5
node_4,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1558242160324979,0.5
node_5,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.10751698281640139,0.5
node_6,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06033384454683752,0.5
node_7,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1586993982402733,0.5
node_8,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.08834662732539046,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.06033384454683752,0.0
