,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.3063670592950815,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.09352455036891894,0
node_2,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.3742230272920981,0
node_3,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.0854700956058014,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.25314938602826303,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.5040575042456746,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.039696362295165474,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.09852534461717408,0
node_8,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.14835658217348474,0
node_9,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.0854700956058014,0
