,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,1,1,6,2,4,0.5,0.2673611111111111,0.5925925925925926,0.3888888888888889,0.1,0.14285714285714285
node_1,1,0,1,0,3,2,1,2.0,0.0162037037037037,0.1111111111111111,0.3386243386243386,0.1,0.16666666666666666
node_2,1,0,0,1,4,4,0,,0.0,0.0,0.6,0.1,0.08333333333333333
node_3,1,1,0,0,6,4,2,2.0,0.2731481481481481,0.4183006535947712,0.5444444444444444,0.1,0.23076923076923078
node_4,1,0,0,1,4,2,2,1.0,0.04629629629629629,0.3232323232323232,0.3202614379084967,0.1,0.25
node_5,1,1,0,1,4,2,2,1.0,0.125,0.3950617283950617,0.3402777777777778,0.1,0.2
node_6,1,1,1,1,6,2,4,0.5,0.0775462962962963,0.5079365079365079,0.2722222222222222,0.1,0.10714285714285714
node_7,1,1,1,0,6,3,3,1.0,0.04513888888888889,0.3742690058479532,0.4188034188034188,0.1,0.32142857142857145
node_8,1,0,1,1,5,0,5,0.0,0.0,0.6923076923076923,0.0,0.1,0.2
node_9,1,1,1,1,6,4,2,2.0,0.12152777777777778,0.35555555555555557,0.5444444444444444,0.1,0.23076923076923078
