,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.13492193031549893,0
node_1,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547002584822702,0
node_2,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.14506656825193878,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.10791606382928408,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.026625411755051377,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.07377442885798932,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.11226414391380678,0
node_7,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547002584822702,0
node_8,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.11666064452398521,0
node_9,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.11183075685599181,0
