,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,1,6,1,5,0.2,0.018518518518518517,0.6428571428571429,0.2633744855967078,0.1,0.32142857142857145
node_1,1,1,0,1,6,3,3,1.0,0.19675925925925924,0.5294117647058824,0.47407407407407404,0.1,0.35714285714285715
node_2,1,1,0,1,8,5,3,1.6666666666666667,0.3217592592592592,0.5625,0.6464646464646464,0.1,0.3333333333333333
node_3,1,1,0,1,7,4,3,1.3333333333333333,0.09490740740740741,0.5,0.5470085470085471,0.1,0.34210526315789475
node_4,1,1,0,1,7,2,5,0.4,0.17129629629629628,0.6923076923076923,0.35555555555555557,0.1,0.35
node_5,1,0,0,1,6,4,2,2.0,0.11921296296296297,0.42857142857142855,0.5925925925925926,0.1,0.3
node_6,1,0,1,1,5,2,3,0.6666666666666666,0.18402777777777776,0.42857142857142855,0.47407407407407404,0.1,0.15
node_7,1,0,1,1,4,4,0,,0.0,0.0,0.6,0.1,0.16666666666666666
node_8,1,0,1,1,4,2,2,1.0,0.018518518518518517,0.34615384615384615,0.3950617283950617,0.1,0.25
node_9,1,0,1,1,3,1,2,0.5,0.06944444444444445,0.42857142857142855,0.3386243386243386,0.1,0.5
