,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.1797963587278199,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.1508343899422218,0
node_2,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.11169235452240926,0
node_3,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547009560580146,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.1955915102465664,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.1540428633743546,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.06364113578037929,0
node_7,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.11137580963366349,0
node_8,0,0,1,0,3,0,3,0.0,0.0,0.3333333333333333,0.0,0.08547009560580146,0
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.08547009560580146,0
