,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,1,0,1,7,3,4,0.75,0.19444444444444442,0.5625,0.4444444444444444,0.1,0.15
node_1,1,1,0,1,8,2,6,0.3333333333333333,0.2592592592592592,0.75,0.35555555555555557,0.1,0.07692307692307693
node_2,1,0,0,0,2,2,0,,0.0,0.0,0.45,0.1,0.5
node_3,1,1,0,0,4,1,3,0.3333333333333333,0.1296296296296296,0.5625,0.35555555555555557,0.1,0.3
node_4,1,1,1,1,4,3,1,3.0,0.11574074074074071,0.375,0.5470085470085471,0.1,0.2
node_5,1,0,1,1,7,4,3,1.3333333333333333,0.3333333333333333,0.47368421052631576,0.5470085470085471,0.1,0.16666666666666666
node_6,1,1,0,0,3,1,2,0.5,0.0,0.5,0.30917874396135264,0.1,0.5
node_7,1,0,0,1,4,3,1,3.0,0.027777777777777776,0.34615384615384615,0.5079365079365079,0.1,0.4166666666666667
node_8,1,1,1,1,4,2,2,1.0,0.08796296296296294,0.5,0.47407407407407404,0.1,0.3
node_9,0,1,1,1,3,2,1,2.0,0.07407407407407407,0.45,0.47407407407407404,0.1,0.0
