,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.05018079353359951,0.5
node_1,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1682400004215133,0.5
node_2,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06167276824871057,0.5
node_3,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06167276824871057,0.5
node_4,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.08702480886427408,0.5
node_5,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.1627137796495266,0.5
node_6,1,0,0,0,2,0,2,0.0,0.0,0.2222222222222222,0.0,0.06167276824871057,0.5
node_7,1,0,0,0,2,2,0,,0.0,0.0,0.2222222222222222,0.15646529493070563,0.5
node_8,1,0,0,0,2,1,1,1.0,0.0,0.1111111111111111,0.1111111111111111,0.1286842496055388,0.5
node_9,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.06167276824871057,0.0
