,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.11318694840247809,0
node_1,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.12155081859304169,0
node_2,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547009560580143,0
node_3,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.06654908074667207,0
node_4,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.11324305665200686,0
node_5,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.12637039450887916,0
node_6,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.1475021627386655,0
node_7,0,0,1,0,4,0,4,0.0,0.0,0.4444444444444444,0.0,0.08547009560580143,0
node_8,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,0.17233497322984329,0
node_9,0,0,1,0,1,1,0,,0.0,0.0,0.1111111111111111,-0.031677626083189234,0
