,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,0,1,3,1,2,0.5,0.041666666666666664,0.35555555555555557,0.1111111111111111,0.0684060300963315,0.16666666666666666
node_1,0,0,0,1,2,2,0,,0.0,0.0,0.42857142857142855,0.30476459769369657,0.0
node_2,1,0,0,1,4,2,2,1.0,0.1111111111111111,0.30246913580246915,0.3232323232323232,0.09882897414835909,0.08333333333333333
node_3,0,0,0,1,2,0,2,0.0,0.0,0.391304347826087,0.0,0.040904891998002055,0.0
node_4,1,0,0,1,3,1,2,0.5,0.15277777777777776,0.3888888888888889,0.3232323232323232,0.04506936931479828,0.16666666666666666
node_5,1,1,0,1,5,2,3,0.6666666666666666,0.375,0.4188034188034188,0.4183006535947712,0.043890919799035574,0.2222222222222222
node_6,1,1,0,1,5,4,1,4.0,0.2569444444444444,0.28654970760233917,0.5925925925925926,-0.23110362707353602,0.16666666666666666
node_7,1,0,0,1,5,3,2,1.5,0.20138888888888887,0.30246913580246915,0.4183006535947712,0.08006731944129711,0.2
node_8,0,0,0,1,3,1,2,0.5,0.10416666666666666,0.362962962962963,0.30917874396135264,0.48940525472366414,0.16666666666666666
node_9,0,0,0,1,2,1,1,1.0,0.07638888888888888,0.25925925925925924,0.27350427350427353,0.059766269858352164,0.0
