,feedforward_loop,feedback_loop,single_input_module,cascade,degree,in_degree,out_degree,degree_ratio,betweenness_centrality,in_closeness_centrality,out_closeness_centrality,pagerank,clustering_coefficient
node_0,1,0,1,1,6,3,3,1.0,0.09143518518518517,0.5470085470085471,0.5625,0.14323923119372742,0.4
node_1,1,0,1,1,5,2,3,0.6666666666666666,0.11574074074074074,0.5470085470085471,0.5,-0.04632216154769993,0.3
node_2,1,1,1,1,7,3,4,0.75,0.10416666666666664,0.5470085470085471,0.5,-0.22596965667906174,0.25
node_3,1,1,1,1,8,6,2,3.0,0.09143518518518517,0.4444444444444444,0.75,0.1911609648431085,0.23076923076923078
node_4,1,1,1,1,8,3,5,0.6,0.16203703703703703,0.6464646464646464,0.6,0.4451752970754107,0.25
node_5,1,1,1,1,8,4,4,1.0,0.08912037037037036,0.5925925925925926,0.6,0.1722346562462163,0.38461538461538464
node_6,0,0,0,1,3,2,1,2.0,0.046296296296296294,0.3742690058479532,0.5,0.06660549802248542,0.16666666666666666
node_7,1,1,1,1,7,4,3,1.3333333333333333,0.09722222222222221,0.5079365079365079,0.6,0.10793553180322556,0.18421052631578946
node_8,1,0,0,1,2,0,2,0.0,0.0,0.5,0.0,0.015000000000000003,0.5
node_9,1,1,0,1,6,3,3,1.0,0.0636574074074074,0.5079365079365079,0.5625,0.13094063904258807,0.39285714285714285
